,Assets,Cases,Constituency,Education,Liabilities,Name,Party
2311,0,0,BARAMULLA,Graduate,0,Mohd Maqbool War,BJP
2312,0,0,KAIRANA,Literate,"3,00,000",Mohd Saleem,IND
2313,0,0,JAMMU,Graduate Professional,0,Mohd Younis,Jammu & Kashmir Pir Panjal Awami Party
2314,0,4,RAMPUR,10th Pass,0,Mohd. Khushi,United Democratic Front Secular
2315,0,0,SAMBHAL,Not Given,"1,85,000",Mohd. Masroor,IND
2316,0,0,GHAZIABAD,Literate,0,Mohd. Salim Ahmed,Sabse Achchhi Party
2317,0,2,ALIGARH,Post Graduate,0,Mohd. Shakeel (Adv.),Lok Dal
2318,0,0,SAHARANPUR,10th Pass,0,Mohd. Uvais,Pragatishil Samajwadi Party (Lohia)
2319,0,0,SILCHAR,8th Pass,0,Mohendra Chandra Das,IND
2320,0,0,VADODARA,8th Pass,0,Mohsimmiya(Saiyad Mohsin Bapu),Bahujan Mukti Party
2321,0,2,CHALAKUDY,10th Pass,"66,731",Moideen Kunju P P,SDPI
2322,0,0,INNER MANIPUR,Graduate Professional,"55,89,692",Moirangthem Nara Singh,CPI
2323,0,0,INNER MANIPUR,12th Pass,0,Moirangthem Totomshana Nongshaba,IND
2324,0,1,AMALAPURAM,Post Graduate,0,Mojas Raja Sekhar Duggirala,Janasena Party
2325,0,4,MAHABUBABAD,5th Pass,"1,50,000",Mokalla. Murali Krishna,IND
2326,0,0,NAWADA,Graduate,0,Mokim Uddin,Rashtriya Ulama Council
2327,0,0,MALDAHA UTTAR,Graduate,0,Monatan Hembram,Bahujan Mukti Party
2328,0,0,ARUNACHAL EAST,12th Pass,0,Mongol Yomso,Peoples Party of Arunachal
2329,0,0,KHAGARIA,12th Pass,"50,000",Moni Kumar,Bahujan Mukti Party
2330,0,0,KALIABOR,Post Graduate,0,Moni Madhab Mahanta,Asom Gana Parishad
2331,0,0,POLLACHI,Graduate Professional,"9,00,000",Mookambika R,Makkal Needhi Maiam
2332,0,0,BHONGIR,Post Graduate,0,Moorigaadi Krishna,IND
2333,0,1,TENKASI,Graduate Professional,0,Moorthy. D,IND
2334,0,0,CUDDALORE,Post Graduate,0,Moovandhan,IND
2335,0,0,AMALAPURAM,Graduate,0,Mortha Sivarama Krishna,Pyramid Party of India
2336,0,0,BIDAR,Graduate Professional,"1,00,000",Moulvi Zameruddin,National Development Party
2337,0,0,BANKA,8th Pass,"32,884",Mp Yadav,IND
2338,0,0,BANKA,Literate,0,Mritiunjay Roy,IND
2339,0,0,ZAHIRABAD,10th Pass,"74,000",Mudiraj Venkatesham,IND
2340,0,0,HINDUPUR,Graduate,0,Mugi Surya Prakash,IND
2341,0,0,KATIHAR,Graduate,"65,000",Muhammad Shakur,NCP
2342,0,0,PONNANI,Literate,0,Muhammed Basheer Koyissery,IND
2343,0,0,PONNANI,8th Pass,0,Muhammed Basheer Mangalassery,IND
2344,0,0,PONNANI,5th Pass,0,Muhammed Basheer Nechiyan,IND
2345,0,0,LAKSHADWEEP,Graduate Professional,"4,45,771",Muhammed Hamdullah Sayeed,INC
2346,0,0,BEED,10th Pass,0,Mujeeb Naimoddin Inamdar,IND
2347,0,0,WAYANAD,10th Pass,0,Mujeeb Rahman,IND
2348,0,0,CHALAKUDY,10th Pass,0,Mujeeb Rahman T A,Peoples Democratic Party
2349,0,0,KAIRANA,Literate,0,Mukesh Devi,Mahasankalp Janta Party
2350,0,0,BIJNOR,8th Pass,0,Mukesh Kumar,AIFB
2351,0,0,JALGAON,Graduate,"38,984",Mukesh Rajesh Kuril,IND
2352,0,4,KHAGARIA,8th Pass,"1,65,47,563",Mukesh Sahani,Vikassheel Insaan Party
2353,0,0,ARARIA,8th Pass,0,Mukesh Singh,IND
2354,0,0,BHARUCH,8th Pass,0,Mukhtiyar Shaikh,IND
2355,0,0,VIZIANAGARAM,10th Pass,0,Mukka Sreenivasa Rao,Janasena Party
2356,0,0,KARIMNAGAR,12th Pass,"1,00,000",Mukkisa Ratnakar Reddy,IND
2357,0,0,RAJAMPET,10th Pass,"12,00,000",Mukram Syed,Janasena Party
2358,0,1,MAINPURI,Post Graduate,"2,20,55,657",Mulayam Singh Yadav,SP
2359,0,0,KOLHAPUR,12th Pass,"40,000",Mulla Mushtak Ajij,IND
2360,0,0,RAIGAD,5th Pass,"5,00,000",Munafar Jainubhidin Choudhary,IND
2361,0,0,AHMEDABAD EAST,Graduate Professional,"3,24,958",Mundra Anilkumar,Lok Gathbandhan Party
2362,0,0,TENKASI,8th Pass,0,Muneeswaran. K,Makkal Needhi Maiam
2363,0,0,PILIBHIT,8th Pass,0,Munesh Singh,IND
2364,0,0,KOLAR,12th Pass,0,Munirajappa. P,IND
2365,0,0,CHIKKBALLAPUR,Others,0,Muniraju.G,Uttama Prajaakeeya Party
2366,0,0,KANCHEEPURAM,Post Graduate,0,Munusamy A,IND
2367,0,0,VADAKARA,12th Pass,"18,00,000",Muraleedharan.K Kuttiyil Veedu,IND
2368,0,0,VADAKARA,10th Pass,"11,35,000",Muraleedharan.K Sandram,IND
2369,0,0,AMALAPURAM,Others,0,Muralikrishna Kanderi,India Praja Bandhu Party
2370,0,0,AKOLA,Post Graduate,0,Murlidhar Lalsingh Pawar,IND
2371,0,0,SALEM,Others,0,Murthy Kamarajar.M,IND
2372,0,0,PERAMBALUR,8th Pass,0,"Murugan, P.",IND
2373,0,0,TIRUVALLUR,8th Pass,0,Murugesan,IND
2374,0,0,TIRUNELVELI,8th Pass,0,Murugesan S,IND
2375,0,0,DINDIGUL,12th Pass,0,"Murugesan, S .P",IND
2376,0,3,THANJAVUR,Post Graduate,"36,35,10,252",Murugesan.P,IND
2377,0,0,MORADABAD,Graduate,0,Musaraat Hussain,IND
2378,0,0,BALURGHAT,10th Pass,0,Muslima Khatun,IND
2379,0,0,VADAKARA,Graduate,0,Musthafa Kommeri,SDPI
2380,0,4,SAMBALPUR,Illiterate,0,Mustukim,BSP
2381,0,0,NIZAMABAD,10th Pass,0,Muthenna Lakkara,IND
2382,0,0,KARUR,12th Pass,0,Muthu K R P,IND
2383,0,0,TENKASI,Graduate,"36,000",Muthu Murugan. M,IND
2384,0,0,PUDUCHERRY,10th Pass,0,Muthu.U,SUCI(C)
2385,0,0,POLLACHI,10th Pass,0,Muthukumar C,IND
2386,0,0,KARUR,Graduate Professional,0,Muthukumar G,IND
2387,0,0,POLLACHI,Graduate,"83,89,361",Muthukumar S,IND
2388,0,0,MADURAI,Literate,"55,000",Muthukumar T,IND
2389,0,0,PERAMBALUR,Post Graduate,"33,00,000",Muthulakshmi R,BSP
2390,0,0,SRIPERUMBUDUR,8th Pass,0,Muthumaran K,IND
2391,0,0,NAMAKKAL,Post Graduate,"24,14,000",Muthusamy M.P.,Ganasangam Party of India
2392,0,0,THANJAVUR,Graduate Professional,"10,08,000",Muthuvel.S,IND
2393,0,0,VIJAYAWADA,Post Graduate,"1,37,447",Muttamasetty Lakshmana Siva Prasad Babu,Janasena Party
2394,0,0,BAGALKOT,Literate,0,Muttappa Mudakappa Hirekumbi,Raita Bharat Party
2395,0,0,BAGALKOT,10th Pass,"9,60,000",Muttu S Surakod,IND
2396,0,0,KHAMMAM,Post Graduate,"90,000",Mutyam Arjuna Raju,IND
2397,0,0,SECUNDERABAD,8th Pass,"18,00,000",N . Shankar Goud,Janasena Party
2398,0,0,CHAMARAJANAGAR,12th Pass,"1,00,000",N Ambarish,IND
2399,0,3,THRISSUR,12th Pass,0,N D Venu,CPI(ML) Red Star
2400,0,0,NIZAMABAD,10th Pass,"50,000",N Mallareddy,IND
2401,0,3,COIMBATORE,12th Pass,"35,55,000",N R Appathurai,IND
2402,0,0,RAMANATHAPURAM,8th Pass,"3,40,000",N. Kathiravan,IND
2403,0,0,BANGALORE RURAL,10th Pass,0,N. Krishnappa,Pyramid Party of India
2404,0,0,MYSORE,12th Pass,0,N. Nagesh,IND
2405,0,0,BANGALORE NORTH,10th Pass,"4,10,000",N. Narayana Swamy Navakoti,Jai Vijaya Bharathi Party
2406,0,0,NIZAMABAD,Graduate Professional,"3,30,000",N. Omkar Reddy,IND
2407,0,0,VELLORE,Post Graduate,0,N. Panneer Selvan,IND
2408,0,0,KOZHIKODE,5th Pass,"8,00,000",N. Raghavn,IND
2409,0,0,CHITTOOR,Post Graduate,"13,41,542",N. Reddeppa,YSRCP
2410,0,0,CHENNAI NORTH,Graduate Professional,0,N. Satheesh Kannan,IND
2411,0,1,PUDUCHERRY,Post Graduate,"28,30,000",N. Tamizh Marane,IND
2412,0,0,KOLAR,Graduate Professional,0,N.C. Subbarayappa,IND
2413,0,2,BANGALORE NORTH,12th Pass,"12,42,906",N.Hanume Gowda,IND
2414,0,0,SIVAGANGA,8th Pass,0,N.Karthick,IND
2415,0,4,HINDUPUR,Graduate,"10,11,804",N.Kristappa,TDP
2416,0,0,CHENNAI SOUTH,Post Graduate,"2,00,100",N.Subramani,IND
2417,0,0,SHIMOGA,10th Pass,0,N.T.Vijayakumar,IND
2418,0,0,TIRUVALLUR,Post Graduate,0,N.Vikraman,IND
2419,0,5,KOKRAJHAR,12th Pass,"1,75,069",Naba Kumar Sarania,IND
2420,0,1,SAMBALPUR,Graduate,0,Nabakishore Pradhan,SUCI(C)
2421,0,1,ARUNACHAL WEST,Graduate,"20,49,55,775",Nabam Tuki,INC
2422,0,0,TIRUCHIRAPPALLI,10th Pass,0,Nachi. S,Desiya Uzhavar Uzhaipalar Kazhagam
2423,0,0,MACHILIPATNAM,Post Graduate,"43,90,000",Nadakuditi Naga Gayathri,IND
2424,0,1,JALNA,8th Pass,0,Nade Dnyaneshwar Dagduji,IND
2425,0,0,NIZAMABAD,Illiterate,0,Nadipi Gangaram Niradi,IND
2426,0,3,MORADABAD,10th Pass,0,Nadir,Peace Party
2427,0,0,NIZAMABAD,10th Pass,"20,000",Nadisharam Mallaiah,IND
2428,0,0,MADURAI,Graduate,"19,54,058",Naga Jothi K,IND
2429,0,0,NARSAPURAM,Graduate Professional,"2,16,78,798",Nagababu Konidela,Janasena Party
2430,0,0,KARUR,10th Pass,0,Nagajothi M,IND
2431,0,0,DINDIGUL,Others,0,"Nagaraj , M",IND
2432,0,0,UTTARA KANNADA,10th Pass,"26,000",Nagaraj Anant Shirali,IND
2433,0,1,KOLLAM,10th Pass,"3,00,000",Nagaraj G,IND
2434,0,0,KOPPAL,8th Pass,0,Nagaraj Kalal,IND
2435,0,3,UTTARA KANNADA,10th Pass,"2,60,610",Nagaraj Naik,Rashtriya Samaj Paksha
2436,0,0,KALLAKURICHI,Post Graduate,0,Nagarajan S,IND
2437,0,1,NILGIRIS,10th Pass,"1,88,995","Nagarajan, A.",IND
2438,0,0,GHAZIABAD,Graduate,"7,85,000",Nagendra Kumar,SHS
2439,0,0,CHIKKBALLAPUR,Post Graduate,"5,11,131",Nagendra Rao Shinde,Karnataka Jantha Paksha
2440,0,4,KHAGARIA,Graduate,0,Nagendra Singh Tyagi,IND
2441,0,0,BELGAUM,10th Pass,0,Nagesh Subhash Bobate,IND
2442,0,0,KRISHNAGIRI,10th Pass,0,Nagesh.L,IND
2443,0,0,KANNIYAKUMARI,5th Pass,"82,000",Nagoor Meeran Peer Mohamed. U,IND
2444,0,0,UTTARA KANNADA,8th Pass,0,Nagraj Shridhar Shet,Rashtriya Jansambhavna Party
2445,0,0,NIZAMABAD,Illiterate,"2,75,000",Nagulapalli Devendhar,IND
2446,0,0,SRIKAKULAM,Post Graduate,0,Naidugari Rajasekhar,IND
2447,0,0,RAMPUR,Illiterate,0,Naim,IND
2448,0,1,RAMANATHAPURAM,Post Graduate,"8,04,59,602",Nainar Nagenthran,BJP
2449,0,0,CHENNAI CENTRAL,8th Pass,0,Najimunnissa,Anaithu Makkal Katchi
2450,0,0,KHAMMAM,Illiterate,"7,47,000",Nakirikanti Sanjeeva Rao,IND
2451,0,0,NALGONDA,Illiterate,"7,47,000",Nakirikanti. Chittemma,IND
2452,0,0,JAMNAGAR,5th Pass,"89,883",Nakum Narmadaben Khodalal,IND
2453,0,1,SANGLI,12th Pass,"90,000",Nalage Ananda Shankar,Baliraja Party
2454,0,4,NALGONDA,Graduate,"12,00,000",Nalamada Uttam Kumar Reddy,INC
2455,0,0,BALURGHAT,10th Pass,0,Nalin Chandra Murmu,BSP
2456,0,4,DAKSHINA KANNADA,10th Pass,"44,50,945",Nalin Kumar Kateel,BJP
2457,0,0,CHIKKBALLAPUR,12th Pass,0,Nalina.K.S,IND
2458,0,0,SAMBALPUR,Post Graduate,"22,59,000",Nalini Kanta Pradhan,BJD
2459,0,0,NIZAMABAD,5th Pass,"60,000",Nalla Nadipi Muthenna,IND
2460,0,0,CHEVELLA,8th Pass,0,Nalla Prem Kumar,Prem Janata Dal
2461,0,0,NARSAPURAM,Graduate,"8,98,000",Nallam Surya Chandra Rao,Pyramid Party of India
2462,0,6,NARSAPURAM,10th Pass,"23,62,420",Nalli Rajesh,IND
2463,0,0,RAJAHMUNDRY,12th Pass,"2,61,693",Nalluri Vijaya Srinivasa Rao,INC
2464,0,5,KHAMMAM,12th Pass,"8,07,21,594",Nama Nageswr Rao,TRS
2465,0,1,SRIKAKULAM,Graduate,"5,00,000",Namballa Krishna Mohan,IND
2466,0,0,GADCHIROLI CHIMUR,Post Graduate,"21,53,155",Namdeo Dalluji Usendi,INC
2467,0,0,CHANDRAPUR,5th Pass,"3,00,000",Namdeo Keshao Kinnake,IND
2468,0,0,CHANDRAPUR,10th Pass,"3,32,000",Namdeo Shedmake,Gondvana Gantantra Party
2469,0,0,BHANDARA GONDIYA,10th Pass,"20,50,134",Nana Jairam,NCP
2470,0,4,NAGPUR,12th Pass,"11,55,060",Nanabhau Falgunrao Patole,INC
2471,0,0,AMRELI,8th Pass,0,Nanalal Kalidas Maheta,IND
2472,0,0,MADHA,10th Pass,"15,22,000",Nanasaheb Ramhari Yadav,Bharatiya Praja Surajya Paksha
2473,0,0,BILASPUR,Post Graduate,0,Nand Kishore Raj,Gondvana Gantantra Party
2474,0,0,BELGAUM,10th Pass,"4,00,000",Nanda Maruti Kodachwadkar,IND
2475,0,0,VIJAYAWADA,Post Graduate,"4,09,343",Nandini Nallaghatla,IND
2476,0,0,SECUNDERABAD,Graduate Professional,0,Nandipati Vinod Kumar,IND
2477,0,0,JORHAT,Post Graduate,"60,00,000",Nandita Nag,IND
2478,0,1,WARDHA,Others,"23,46,000",Nandkishor Ramaji Sagar,IND
2479,0,2,MADHA,12th Pass,"2,40,000",Nandu Sambhaji More,IND
2480,0,0,ZAHIRABAD,Graduate,0,Nangunoori Lata,IND
2481,0,0,BHANDARA GONDIYA,Graduate Professional,"60,000",Nanhe Karu Nagoji,Vanchit Bahujan Aaghadi
2482,0,0,MANDYA,Graduate,0,Nanjundaswamy,BSP
2483,0,1,VIJAYAWADA,Graduate Professional,"67,88,257",Naraharisetty Narasimha Rao,INC
2484,0,0,KHAMMAM,Post Graduate,"5,90,000",Narala Satyanarayana,Janasena Party
2485,0,0,CHITTOOR,Graduate Professional,0,Naramalli Siva Prasad,TDP
2486,0,0,BALURGHAT,10th Pass,0,Naran Tudu,JMM
2487,0,0,GANDHINAGAR,10th Pass,0,Naranbhai Tulsidas Sengal,Bahujan Suraksha Dal
2488,0,0,NELLORE,Others,0,Narasapuram Prasad,IND
2489,0,1,NARASARAOPET,Illiterate,0,Narasimharao Parimi,IND
2490,0,0,ARAKU,10th Pass,0,Narava Satyavathi,IND
2491,0,3,SANGLI,8th Pass,"1,52,000",Narayan Chandar Mulik,IND
2492,0,0,TRIPURA WEST,8th Pass,0,Narayan Chandra Dey,IND
2493,0,0,RATNAGIRI SINDHUDURG,Graduate Professional,"4,35,496",Narayan Dasharath Gavas,IND
2494,0,0,KANKER,12th Pass,"23,75,000",Narend Nag,IND
2495,0,0,SIKKIM,Graduate,0,Narendra Adhikari,Sikkim United Front
2496,0,4,SATARA,12th Pass,"5,19,54,358",Narendra Annasaheb Patil,SHS
2497,0,0,AMRAVATI,12th Pass,0,Narendra Babulal Kathane,Rashtriya Jansurajya Party
2498,0,0,TRIPURA EAST,Graduate,0,Narendra Chandra Debbarma,Indigenousn Peoples Front Of Tripura
2499,0,0,HARIDWAR,Graduate,"3,00,000",Narendra Chauhan,Bhartiya Sarvodaya Party
2500,0,2,KASARAGOD,Graduate Professional,"3,80,000",Narendra Kumar K,IND
2501,0,2,MATHURA,Graduate,"57,08,000",Narendra Singh,RLD
2502,0,0,GANDHINAGAR,Graduate,0,Narendrabhai Revashanker Trivedi,Jan Satya Path Party
2503,0,0,JANJGIR CHAMPA,12th Pass,0,Naresh Bai Jangde,SHS
2504,0,1,ETAH,Post Graduate,"27,01,468",Naresh Chandra,Bhartiya Shakti Chetna Party
2505,0,0,COOCH BEHAR,Post Graduate,0,Naresh Chandra Roy,IND
2506,0,0,AMROHA,Post Graduate,0,Naresh Kumar,IND
2507,0,0,FATEHPUR SIKRI,Not Given,0,Naresh Kumar,IND
2508,0,0,VELLORE,Others,0,Naresh Kumar .R,Tamil Nadu Ilangyar Katchi
2509,0,0,JANJGIR CHAMPA,Post Graduate,0,Naresh Kumar Dahriya,Rashtriya Gondvana Party
2510,0,0,RAJAMPET,Others,0,Naresh Kumar Poojala,IND
2511,0,0,MORADABAD,Literate,0,Naresh Kumar Saini,IND
2512,0,0,YAVATMAL WASHIM,8th Pass,"4,00,000",Naresh Mahadev Ghughane,IND
2513,0,0,SURENDRANAGAR,12th Pass,0,Naresh Makwana,IND
2514,0,0,KACHCHH,Graduate,"1,44,294",Naresh Naranbhai Maheshwari,INC
2515,0,1,NAWADA,Literate,0,Naresh Prasad,IND
2516,0,0,BANKA,Literate,"90,000",Naresh Yadav,IND
2517,0,5,AURANGABAD,Literate,"8,24,000",Naresh Yadav,BSP
2518,0,0,SABARKANTHA,10th Pass,"2,50,000",Nareshkumar Rameshbhai Patel,Bharatiya National Janta Dal
2519,0,0,NIZAMABAD,5th Pass,0,Narsaiah Gunda,IND
2520,0,0,NIZAMABAD,10th Pass,"2,50,000",Narsareddy Pannala,IND
2521,0,7,WAYANAD,12th Pass,"8,00,000",Narukara Gopi,IND
2522,0,0,CHENNAI CENTRAL,10th Pass,0,Nasar K,IND
2523,0,0,VELLORE,10th Pass,0,Naseer,IND
2524,0,1,BIJNOR,Graduate Professional,0,Nasimuddin Siddqui,INC
2525,0,0,MEERUT,Others,"3,63,223",Nasir Ali Khan,Pragatishil Samajwadi Party (Lohia)
2526,0,0,MALDAHA DAKSHIN,10th Pass,0,Nasmul Hoque,Party for Democratic Socialism
2527,0,0,CHIKKBALLAPUR,Literate,0,Nasrulla,IND
2528,0,0,ERODE,8th Pass,0,Natarajan A,IND
2529,0,0,NAMAKKAL,8th Pass,"16,81,105",Natarajan M,IND
2530,0,0,SALEM,Graduate Professional,"37,50,000",Natarajan.C,IND
2531,0,0,THANJAVUR,Graduate Professional,"3,05,42,133",Natarajan.N.R,Tamil Maanila Congress (Moopanar)
2532,0,0,RAIGAD,10th Pass,"8,40,000",Nathuram Bhaguram Hate,Bahujan Mukti Party
2533,0,0,NIZAMABAD,10th Pass,0,Natta Bavanna,IND
2534,0,0,RAMTEK,Doctorate,0,Natthu Madhav Lokhande,IND
2535,0,0,SURAT,Graduate Professional,0,Natvarbhai Dahyabhai Mahyavanshi,IND
2536,0,0,RAIGARH,Graduate Professional,0,Naval Kishor Rathiya,IND
2537,0,0,SUPAUL,Literate,0,Naveen Kumar Singh,Bihar Lok Nirman Dal
2538,0,0,BELLARY,Graduate,"5,00,000",Naveen Kumar. S,Bharat Prabhat Party
2539,0,0,RAIPUR,10th Pass,"2,06,58,188",Navin Gupta,IND
2540,0,0,RATNAGIRI SINDHUDURG,10th Pass,"1,68,20,672",Navinchandra Bhalchandra Bandivadekar,INC
2541,0,2,MADHA,Graduate,"1,85,000",Navnath Bhimrao Patil,Hindusthan Praja Paksha
2542,0,0,NAINITAL-UDHAMSINGH NAGAR,Graduate Professional,"3,53,52,263",Navneet Agarwal,BSP
2543,0,1,AMRAVATI,10th Pass,"7,05,76,979",Navneet Ravi Rana,IND
2544,0,1,FATEHPUR SIKRI,8th Pass,0,Nawab Gul Chaman Sherwani,VANCHITSAMAJ INSAAF PARTY
2545,0,0,BANGALORE CENTRAL,10th Pass,"13,000",Nawaz Dilber,Karnataka Karmikara Paksha
2546,0,0,BELLARY,Post Graduate,0,Nayakara Ramappa,Indian Labour Party (Ambedkar Phule)
2547,0,0,SILCHAR,Graduate Professional,"16,80,213",Nazia Yasmin Mazumdar,NPP
2548,0,0,SRINAGAR,8th Pass,"18,00,000",Nazir Ahmad Lone,Rashtriya Jankranti Party
2549,0,0,SRINAGAR,10th Pass,"1,50,000",Nazir Ahmad Sofi,Manvadhikar National Party
2550,0,0,CHIKKBALLAPUR,10th Pass,0,Nazir Ahmed,Karnataka Karmikara Paksha
2551,0,0,RAVER,8th Pass,0,Nazmin Shaikh Ramjan,IND
2552,0,0,SILCHAR,10th Pass,0,Nazmul Haque Laskar,IND
2553,0,0,MUZAFFARNAGAR,Post Graduate,0,Neel Kumar,IND
2554,0,0,BELGAUM,12th Pass,"7,25,000",Neelkanth Mahadev Patil,IND
2555,0,0,BANKA,8th Pass,0,Neelu Devi,Bhartiya Dalit Party
2556,0,0,TIRUPATI,Post Graduate,"1,80,000","Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic)
2557,0,0,NIZAMABAD,5th Pass,"2,37,000",Nemilla Linga Reddy,IND
2558,0,0,ADILABAD,Literate,0,Nethavath Ramdas,IND
2559,0,0,ERNAKULAM,Graduate,"21,00,000",Niamathulla,BSP
2560,0,0,THRISSUR,Graduate,0,Nikhil,BSP
2561,0,0,MANDYA,Graduate,"35,36,29,176",Nikhil Kumaraswamy,JD(S)
2562,0,0,KARIMGANJ,10th Pass,0,Nikhil Ranjan Das,Hindusthan Nirman Dal
2563,0,0,PUNE,Post Graduate,"23,00,000",Nikhil Umesh Zingade,Bharatiya Praja Surajya Paksha
2564,0,0,AMRAVATI,12th Pass,0,Nilesh Anandrao Patil,Ambedkarite Party of India
2565,0,0,RATNAGIRI SINDHUDURG,Graduate,0,Nilesh Bhikaji Bhatade,IND
2566,0,5,RATNAGIRI SINDHUDURG,Doctorate,"7,63,63,728",Nilesh Narayan Rane,Maharashtra Swabhimaan Paksh
2567,0,0,AMRAVATI,Graduate Professional,"43,00,000",Nilima Nitin Bhatkar,Peoples Party of India (Democratic)
2568,0,0,MALDAHA UTTAR,Illiterate,"1,10,000",Nimai Besara	,IND
2569,0,0,VADODARA,Graduate,"30,22,000",Nimesh Patel (Kamrol),IND
2570,0,0,MYSORE,10th Pass,"1,00,000",Ningappa B D,IND
2571,0,0,RAICHUR,Graduate Professional,0,Niranjan Nayak,Uttama Prajaakeeya Party
2572,0,0,CHITRADURGA,Post Graduate,"35,000",Niranjana A D Cheelangi,Ambedkar Samaj Party
2573,0,0,COOCH BEHAR,Graduate,0,Nirmal Kumar Roy,IND
2574,0,0,DARJEELING,12th Pass,0,Nirode Chandra Adhikary,IND
2575,0,0,MIZORAM,Graduate Professional,"10,16,188",Nirupam Chakma,BJP
2576,0,0,BEED,10th Pass,0,Nisar Ahemad,IND
2577,0,0,BELGAUM,Graduate Professional,0,Niteen Dhondiba Anandache,IND
2578,0,0,CHANDRAPUR,12th Pass,"1,25,000",Nitesh Anandrao Dongre,Ambedkarite Party of India
2579,0,1,SAMBALPUR,12th Pass,"1,03,37,195",Nitesh Ganga Deb,BJP
2580,0,0,JANJGIR CHAMPA,12th Pass,0,Nitesh Kumar Ratre,Sunder Samaj Party
2581,0,4,NAGPUR,Graduate Professional,"4,07,29,055",Nitin Jairam Gadkari,BJP
2582,0,0,BAREILLY,Post Graduate,0,Nitin Mohan,IND
2583,0,0,RAVER,12th Pass,"44,50,000",Nitin Pralhad Kandelkar,Vanchit Bahujan Aaghadi
2584,0,0,MALDAHA UTTAR,Graduate,"3,50,000",Nitish Kumar Mandal,BSP
2585,0,0,MALDAHA UTTAR,12th Pass,"1,00,000",Nitya Das,Aihra National Party
2586,0,1,NAWADA,Graduate,0,Nivedita Singh,IND
2587,0,0,NIZAMABAD,Post Graduate,0,Nomula Gopal Reddy,IND
2588,0,0,NIZAMABAD,Illiterate,"2,00,000",Nomula Mohan Reddy,IND
2589,0,0,YAVATMAL WASHIM,10th Pass,0,Noorali Maheboob Ali Shah,IND
2590,0,0,MALDAHA UTTAR,Graduate Professional,"1,50,000",Noorsed Alam,IND
2591,0,0,KARUR,10th Pass,"3,27,700",Noyyal Ramasamy M,Tamil Nadu Ilangyar Katchi
2592,0,0,DHUBRI,10th Pass,0,Nripen Das,Bharatiya National Janta Dal
2593,0,0,PURI,Graduate,"4,70,000",Nrusingha Charan Das,BSP
2594,0,6,BALURGHAT,12th Pass,0,Nubash Chandra Barman,Kamatapur Peoples Party (United)
2595,0,0,DHUBRI,Graduate Professional,"1,20,410",Nurul Islam Choudhury,AITC
2596,0,0,BHAGALPUR,Graduate,0,Nurullah,IND
2597,0,0,KOZHIKODE,Others,"22,71,406",Nusrath Jahan,IND
2598,0,0,BAPATLA,Post Graduate,0,Nuthakki Rama Rao,All India Praja Party
2599,0,0,KADAPA,Graduate,"10,00,000",Nyamatulla Shaik,IND
2600,0,0,SURENDRANAGAR,10th Pass,"1,30,000",Oghadbhai Mer,IND
2601,0,1,INNER MANIPUR,12th Pass,0,Oinam Jugindro Singh,Manipur Peoples Party
2602,0,1,INNER MANIPUR,Post Graduate,"14,01,257",Oinam Nabakishore Singh,INC
2603,0,3,JHANJHARPUR,Post Graduate,0,Om Prakash Poddar,IND
2604,0,0,MAINPURI,10th Pass,0,Ombeer Lodhi,Jan Seva Sahayak Party
2605,0,0,MATHURA,Graduate Professional,0,Omprakash,Swatantra Jantaraj Party
2606,0,4,OSMANABAD,12th Pass,"1,00,45,858",Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,SHS
2607,0,0,NAGINA,10th Pass,0,Omvati Devi,INC
2608,0,0,JALGAON,12th Pass,0,Onkaraba Chensing Jadhav,IND
2609,0,0,BELGAUM,10th Pass,"15,00,000",Onkarsingh C Bhatia,IND
2610,0,0,MALAPPURAM,10th Pass,"11,80,000",Os Nissar Methar,IND
2611,0,3,KOTTAYAM,Graduate Professional,"40,36,712",P C Thomas,Kerala Congress
2612,0,0,COIMBATORE,10th Pass,0,P Govindan,BSP
2613,0,0,TIRUPPUR,10th Pass,0,P Jaganathan,Naam Tamilar Katchi
2614,0,10,KANNUR,12th Pass,0,P K Sreemathi,CPI(M)
2615,0,0,THIRUVANANTHAPURAM,Graduate,0,P Keralavarmaraja,Pravasi Nivasi Party
2616,0,0,COIMBATORE,12th Pass,0,P Manikandan,Tamil Nadu Ilangyar Katchi
2617,0,1,COIMBATORE,12th Pass,"32,34,168",P R Natarajan,CPI(M)
2618,0,0,COIMBATORE,10th Pass,0,P Radhakrishnan,IND
2619,0,6,ERNAKULAM,Graduate Professional,"16,29,133",P Rajeev,CPI(M)
2620,0,0,PALAKKAD,8th Pass,0,P Rajesh,IND
2621,0,0,KOZHIKODE,Graduate Professional,"2,00,000",P Sankaran (A.Sekhar),SUCI(C)
2622,0,0,BANGALORE CENTRAL,12th Pass,"31,25,21,957",P. C. Mohan,BJP
2623,0,0,BELLARY,10th Pass,"3,15,000",P. D. Ramanayaka,Republican Party of India (Karnataka)
2624,0,0,UDUPI CHIKMAGALUR,10th Pass,"7,00,000",P. Goutham Prabhu,SHS
2625,0,0,RAMANATHAPURAM,10th Pass,0,P. Loganathan,Pragatishil Samajwadi Party (Lohia)
2626,0,0,CHENNAI NORTH,5th Pass,0,P. Marimuthu,IND
2627,0,1,UDUPI CHIKMAGALUR,Graduate Professional,0,P. Parameshwara,BSP
